koma_id,img_path,kanji,page,position,koma,size_x,size_y,chara_num,whos,eyes,face_direction,place,background,serif_num_base,whos_s,serifs_base,onomatope,step,step1_inputer,step2_inputer,step3_inputer,serif_num,serifs,img_path_m,index
03-056-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-1.jpg,3,56,R,1,323,248,2.0,"佳,ふ,","デフォルメ,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-1.jpg,1868
03-056-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-4.jpg,3,56,R,4,323,247,2.0,"佳,ふ,","デフォルメ,","左向き前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-4.jpg,1871
03-056-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-5.jpg,3,56,L,1,322,248,2.0,"ふ,佳,","詳細,詳細,","正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-5.jpg,1872
03-056-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-6.jpg,3,56,L,2,321,248,2.0,"千,唯,","デフォルメ,詳細,","左向き前,正面前,",,,,,,,2.0,None,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-6.jpg,1873
03-056-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-7.jpg,3,56,L,3,321,249,1.0,"ふ,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-7.jpg,1874
03-056-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-8.jpg,3,56,L,4,321,247,1.0,"ふ,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-059-8.jpg,1875
03-057-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-1.jpg,3,57,R,1,325,249,3.0,"佳,千,ふ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-1.jpg,1876
03-057-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-2.jpg,3,57,R,2,325,249,2.0,"他,佳,","デフォルメ,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-2.jpg,1877
03-057-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-3.jpg,3,57,R,3,325,250,1.0,"佳,","詳細,","右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-3.jpg,1878
03-057-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-4.jpg,3,57,R,4,325,248,3.0,"佳,唯,ゆ,","隠れ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-4.jpg,1879
03-057-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-5.jpg,3,57,L,1,323,248,3.0,"他,佳,唯,","デフォルメ,デフォルメ,","背面,左向き前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-5.jpg,1880
03-057-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-6.jpg,3,57,L,2,323,250,2.0,"唯,ゆ,","詳細,詳細,","正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-6.jpg,1881
03-057-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-7.jpg,3,57,L,3,323,250,1.0,"佳,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-7.jpg,1882
03-057-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-8.jpg,3,57,L,4,323,249,1.0,"佳,",,"背面,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-060-8.jpg,1883
03-058-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-1.jpg,3,58,R,1,324,248,3.0,"千,ふ,佳,","デフォルメ,デフォルメ,","正面前,背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-1.jpg,1884
03-058-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-2.jpg,3,58,R,2,325,248,2.0,"ふ,千,","詳細,詳細,","正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-2.jpg,1885
03-058-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-3.jpg,3,58,R,3,325,249,2.0,"千,佳,","隠れ,デフォルメ,","左向き前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"あはよ,アッチ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-3.jpg,1886
03-058-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-4.jpg,3,58,R,4,325,247,3.0,"ふ,佳,千,","デフォルメ,デフォルメ,","正面前,背面,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"侵入か,から割れてたよ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-4.jpg,1887
03-058-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-5.jpg,3,58,L,1,322,248,1.0,"佳,",,"背面,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-5.jpg,1888
03-058-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-6.jpg,3,58,L,2,322,249,2.0,"佳,唯,","詳細,デフォルメ,","左向き前,正面前,",,,,,,,2.0,None,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-6.jpg,1889
03-058-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-7.jpg,3,58,L,3,322,250,2.0,"佳,唯,","デフォルメ,","背面,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"そんでカギの無い側だったし,多分割っちゃったっぽい,探偵かつ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-7.jpg,1890
03-058-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-8.jpg,3,58,L,4,321,249,2.0,"佳,唯,","詳細,","正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"窓に血で
って書いて…,どういう事?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-061-8.jpg,1891
03-061-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-3.jpg,3,61,R,3,325,250,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"歩行タイプのおかーさんね,モンスターかなんかか?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-3.jpg,1892
03-061-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-4.jpg,3,61,R,4,325,248,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"飛行タイプとか,?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-4.jpg,1893
03-061-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-7.jpg,3,61,L,3,324,250,1.0,"唯,","詳細,","正面前,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"あつモンスターふみおちゃんってなんか捕まえたいね,!,ん",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-7.jpg,1894
03-061-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-8.jpg,3,61,L,4,324,248,2.0,"ゆ,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"おわびったんこ!,!",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-064-8.jpg,1895
03-062-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-1.jpg,3,62,R,1,324,249,3.0,"ゆ,縁,唯,","詳細,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-1.jpg,1896
03-062-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-2.jpg,3,62,R,2,324,249,3.0,"ゆ,縁,唯,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-2.jpg,1897
03-062-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-3.jpg,3,62,R,3,324,249,2.0,"縁,唯,","デフォルメ,詳細,","正面前,正面前,",,,,,,,2.0,None,not_yet,not_yet,1.0,えへへ,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-3.jpg,1898
03-062-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-4.jpg,3,62,R,4,324,247,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-4.jpg,1899
03-062-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-5.jpg,3,62,L,1,322,249,2.0,"縁,唯,","デフォルメ,デフォルメ,","左向き前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-5.jpg,1900
03-062-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-6.jpg,3,62,L,2,321,249,2.0,"ゆ,唯,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,4.0,"がちっちゃいモンスターに,ね?,がちっちゃいモンスターになったら捕まえたいねって,ふんふん",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-6.jpg,1901
03-062-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-7.jpg,3,62,L,3,322,250,2.0,"ゆ,唯,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,ただい未,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-7.jpg,1902
03-062-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-8.jpg,3,62,L,4,322,247,3.0,"ゆ,縁,唯,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,1.0,!て,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-065-8.jpg,1903
03-063-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-1.jpg,3,63,R,1,325,248,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"お腹へった…,まだ一個ある",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-1.jpg,1904
03-063-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-2.jpg,3,63,R,2,325,249,2.0,"ゆ,唯,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"唯ちゃんモンスは何食べて生きるの?,マジのモンスターか",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-2.jpg,1905
03-063-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-3.jpg,3,63,R,3,325,250,2.0,"唯,ゆ,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"憎悪とか食べれる?,のモンスターの格の高いやつかっ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-3.jpg,1906
03-063-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-4.jpg,3,63,R,4,325,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,右向き前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"愛で死ぬのか?,マジのの11E勇者がこうなんか最後にアレするかっ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-4.jpg,1907
03-063-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-5.jpg,3,63,L,1,323,250,2.0,"縁,唯,","詳細,","正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,3.0,"ねばった,ねばったけどダメだった,ん?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-5.jpg,1908
03-063-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-6.jpg,3,63,L,2,320,249,2.0,"唯,ゆ,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,1.0,でも唯愛で死ぬやつだったらね,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-6.jpg,1909
03-063-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-7.jpg,3,63,L,3,322,251,3.0,"唯,ゆ,縁,","デフォルメ,","背面,正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"でたな,ね",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-7.jpg,1910
03-063-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-8.jpg,3,63,L,4,322,248,3.0,"唯,ゆ,縁,","デフォルメ,","背面,正面前,背面,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"あいちゃんだ食べたい,モンスターか",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-066-8.jpg,1911
03-064-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-1.jpg,3,64,R,1,324,249,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-1.jpg,1912
03-064-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-2.jpg,3,64,R,2,323,248,1.0,"ゆ,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-2.jpg,1913
03-064-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-3.jpg,3,64,R,3,323,248,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-3.jpg,1914
03-064-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-4.jpg,3,64,R,4,323,247,1.0,"ゆ,","デフォルメ,","正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-4.jpg,1915
03-064-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-5.jpg,3,64,L,1,321,249,1.0,"縁,","詳細,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-5.jpg,1916
03-064-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-6.jpg,3,64,L,2,321,248,2.0,"唯,ゆ,","デフォルメ,デフォルメ,","正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-6.jpg,1917
03-064-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-7.jpg,3,64,L,3,321,249,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-7.jpg,1918
03-064-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-8.jpg,3,64,L,4,321,247,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-067-8.jpg,1919
03-065-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-1.jpg,3,65,R,1,324,248,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,左向き前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-1.jpg,1920
03-065-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-2.jpg,3,65,R,2,325,248,3.0,"唯,ゆ,母,","デフォルメ,","背面,背面,正面前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-2.jpg,1921
03-065-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-3.jpg,3,65,R,3,324,249,2.0,"母,ゆ,","詳細,","背面,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"ねーねー唯ちゃん,うん?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-3.jpg,1922
03-065-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-4.jpg,3,65,R,4,324,247,4.0,"縁,唯,ゆ,母,","デフォルメ,デフォルメ,デフォルメ,","左向き前,左向き前,背面,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"私このだお昼にはお腹すいちゃうんだけど,いいよそれで",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-4.jpg,1923
03-065-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-5.jpg,3,65,L,1,323,249,4.0,"唯,ゆ,縁,母,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,","正面前,左向き前,正面前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-5.jpg,1924
03-065-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-6.jpg,3,65,L,2,322,249,3.0,"ゆ,唯,縁,","デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-6.jpg,1925
03-065-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-7.jpg,3,65,L,3,322,249,1.0,"母,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"唯ちゃんわたしこのままだと夜にはねちやうんだけど…,ねちゃえよ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-7.jpg,1926
03-065-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-8.jpg,3,65,L,4,322,248,4.0,"ゆ,唯,縁,母,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,","正面前,正面前,正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"そっか,じゃあ私安心しちゃうん,しちゃえよしちゃえよ!",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-068-8.jpg,1927
03-066-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-1.jpg,3,66,R,1,324,250,3.0,"縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"そーゆーのなんなん?出来あがってんの?,まあ少しはねそゆのあるけど…",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-1.jpg,1928
03-066-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-2.jpg,3,66,R,2,324,248,4.0,"ゆ,ふ,縁,唯,","デフォルメ,デフォルメ,デフォルメ,","背面,正面前,右向き前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,4.0,"こうきたらこうしてやろうみたいな,暗くなったらおうちに帰ろう,うちにうみたいな,ん",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-2.jpg,1929
03-066-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-3.jpg,3,66,R,3,323,248,1.0,"ふ,","詳細,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"結婚したら一緒にくらそうみたい存?,一緒にならリフォームしょうみたいな,帯かな?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-3.jpg,1930
03-066-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-4.jpg,3,66,R,4,323,246,4.0,"ふ,ゆ,縁,唯,","デフォルメ,デフォルメ,デフォルメ,","正面前,背面,正面前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"この街を出る行こ
ならみたいこ,演歌か",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-4.jpg,1931
03-066-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-5.jpg,3,66,L,1,321,248,3.0,"ふ,縁,唯,","デフォルメ,デフォルメ,","背面,正面前,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"リフォームしたのに!?,だ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-5.jpg,1932
03-066-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-6.jpg,3,66,L,2,321,247,2.0,"ふ,唯,","デフォルメ,","正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"おさんがヤなのかな?,あ!イジワルなやつ,それかぁ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-6.jpg,1933
03-066-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-7.jpg,3,66,L,3,321,248,3.0,"縁,ゆ,ふ,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,右向き前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"がヤバイなら実家に帰ろうみたいな,ほんほん…",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-7.jpg,1934
03-066-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-8.jpg,3,66,L,4,321,247,3.0,"ゆ,ふ,唯,","デフォルメ,","背面,正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"母がミートパイを作ってくれたなら相変わらずいまいちだけど食べようみたいな,お母さんアメリカ人?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-069-8.jpg,1935
03-067-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-1.jpg,3,67,R,1,324,248,4.0,"ふ,縁,唯,ゆ,","デフォルメ,デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,正面前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,,,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-1.jpg,1936
03-067-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-2.jpg,3,67,R,2,325,248,3.0,"千,ふ,佳,","デフォルメ,デフォルメ,デフォルメ,","左向き前,正面前,右向き前,",,,,,,,2.0,yukari,not_yet,not_yet,4.0,"あっあいちゃんだ,あい,あいちゃん,たちゃんだ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-2.jpg,1937
03-067-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-3.jpg,3,67,R,3,324,249,2.0,"佳,ふ,","デフォルメ,","正面前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"な見んなっ,見る",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-3.jpg,1938
03-067-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-4.jpg,3,67,R,4,324,248,2.0,"ふ,佳,","デフォルメ,デフォルメ,","正面前,右向き前,",,,,,,,2.0,yuzuko,not_yet,not_yet,3.0,"あいちゃんが恥ずかしがってる,恥ずかしがってるなら見よう,みたいな!",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-4.jpg,1939
03-067-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-5.jpg,3,67,L,1,323,249,3.0,"千,ふ,佳,","デフォルメ,デフォルメ,","正面前,正面前,背面,",,,,,,,2.0,yui,not_yet,not_yet,3.0,"あい大丈夫!?,…!,ビックリ?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-5.jpg,1940
03-067-6,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-6.jpg,3,67,L,2,322,249,2.0,"ふ,佳,","デフォルメ,","背面,正面前,",,,,,,,2.0,yui,not_yet,not_yet,2.0,"ぶつかった自分にビックリ?,えーっと!",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-6.jpg,1941
03-067-7,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-7.jpg,3,67,L,3,322,249,1.0,"千,","デフォルメ,","正面前,",,,,,,,2.0,yui,not_yet,not_yet,4.0,"おっきい音が出てビックリ?,いたって言ったけどおっぱいのおかげで意外とビックリ?,唯ちゃんに全部られビックリ!?,え?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-7.jpg,1942
03-067-8,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-8.jpg,3,67,L,4,323,248,1.0,"佳,","デフォルメ,","正面前,",,,,,,,2.0,yuzuko,not_yet,not_yet,2.0,"うーん…?,そうなんだ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-070-8.jpg,1943
03-068-1,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-1.jpg,3,68,R,1,324,249,3.0,"ゆ,唯,縁,","デフォルメ,詳細,デフォルメ,","左向き前,左向き前,正面前,",,,,,,,2.0,yukari,not_yet,not_yet,2.0,"さっきね!,うん",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-1.jpg,1944
03-068-2,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-2.jpg,3,68,R,2,324,249,0.0,,,,,,,,,,2.0,yukari,not_yet,not_yet,3.0,"今日のテーマおっぱいにしようかなって思ったけど,学校で検索するのダメかなって思った,思ったかぁ",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-2.jpg,1945
03-068-3,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-3.jpg,3,68,R,3,324,249,3.0,"縁,唯,ゆ,","詳細,詳細,","左向き前,左向き前,背面,",,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,感想文かな?子供の読書感想文かなって思った,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-3.jpg,1946
03-068-4,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-4.jpg,3,68,R,4,323,247,0.0,,,,,,,,,,2.0,yuzuko,not_yet,not_yet,1.0,おっぱいにしようかなと思ったしメロスは走ってえらいなと思った,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-4.jpg,1947
03-068-5,/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-5.jpg,3,68,L,1,323,248,3.0,"縁,ゆ,唯,","デフォルメ,","背面,正面前,背面,",,,,,,,2.0,None,not_yet,not_yet,2.0,"メロスに…ムネとか出,妹のかな?",/Users/esuji/work/yuyu_data/yuyu03/koma/th_image-071-5.jpg,1948
